name,street,housenumber,postcode,city,district_guess,lat,lon,is_chain,dist_to_kufstein_km,competitors_within_10km,nearest_competitor_km,website,phone
Südblick Augenzentrum Perlach,,,,München,,48.1000483,11.6309765,False,70.00109363749233,147,0.043255860654726794,https://www.suedblick.de/,
Tanneck,Münchner Straße,42,85221,Dachau,,48.2539497,11.4399317,False,92.16410715973115,19,0.02322044439820014,https://www.optik-tannek.de/optik-tannek-in-dachau.html,
Tannek,,,,,,48.3100813,11.1949132,False,108.48678975652369,1,9.627604667778577,,
Tegernseh Optik,,,,,,47.7082992,11.7547036,False,33.84933230569012,6,1.885366465959594,https://tegernseh.de,
ThomaVision,,,,,,48.1272646,11.5964127,False,73.95307983429812,156,0.14306377756832275,,
Top Optik,Robert-Koch-Straße,56,84489,Burghausen,,48.1709515,12.8265944,False,81.80401713266181,4,0.14862170259621513,,
Toxtox,Ainmillerstraße,1,80801,München,,48.1582759,11.5841508,False,77.30234472117915,148,0.0324536035901839,,
Trend Optic,,,,,,48.1471474,11.5611267,False,77.27603416585129,152,0.2895647253080588,,
Trend Optik,Plinganserstraße,35,81369,München,,48.1181148,11.540612,False,75.62428182116302,160,0.02961599384391012,https://trendoptic.de/,+49 89 7 25 68 68
TrendOptic,Leopoldstraße,76,80802,München,,48.1606386,11.5863407,False,77.42778040747147,148,0.09249564446617228,,
Trieb Optik Hörgeräte oHG,Fridtjof-Nansen-Straße,2,83301,Traunreut,,47.9615527,12.5935792,False,52.789289368547735,3,0.2873319045343833,,
Trio Optik,Nußbaumstraße,4,80336,München,,48.133633,11.5647081,False,75.9070038372105,156,0.10006373442800662,,+49 89 54506913
Truderinger Sehhaus,Truderinger Straße,302,81825,München,,48.122295,11.6690335,False,70.5046935181685,137,1.9594695394630648,,
Tölzer Optik & Akustik,,,,,,47.7612881,11.561434,False,49.45244084218652,4,0.1357025772353272,https://toelzer-optik-akustik.de,+4980413201
Uhren Schmuck Augenoptik Hitzl,Prof.-Lebsche-Straße,4,85625,Glonn,,47.9872413,11.8663002,False,50.21143156153818,6,8.757262499082373,http://www.hitzl.de/,+49 8093 9180
VISION OPTIK,Augustinerring,6,85229,Markt Indersdorf,,48.3599878,11.3818481,False,104.27032482816469,3,0.2527840988295135,https://www.vision-optik.de/,
VIU,Feilitzschstraße,3,80802,München,,48.1617135,11.5875095,False,77.47801607412264,147,0.016339783649739075,,
VIU Flagshipstore,,,,,,48.1318494,11.5754429,False,75.27555570938652,160,0.08213732084735963,,
Vogl Optikstudio,Bahnhofstraße,4,85375,Neufahrn b. Freising,,48.3135278,11.6637081,True,89.42249516013392,13,0.055610038289343286,https://www.vogl-optikstudio.de/,
Weber,Hauptstraße,23,82234,Weßling,,48.0766269,11.2520491,False,87.58302721433196,8,4.900978808753382,,
Weber,Kleiner Platz,6,,,,48.3066272,11.9081947,False,82.70284078967192,7,0.055887922248961594,https://brillen-weber.de,+49 8122 8210
Weindl,Ludwigstraße,72,84524,Neuötting,,48.2402937,12.6873356,False,82.71994598886798,5,0.034631129190181915,https://www.augenoptik-weindl.de/,+49 8671 927276
Weiss Optik,,,83301,,,47.966389,12.585486,False,52.85755934104457,3,0.10126823601527835,,
Wendelstein Optik,,,,,,47.7364895,12.105925,False,17.631554680387787,1,5.998741059250944,https://wendelstein-optik.de/,+49 8034 3334
Widmann,Lange Zeile,12,,,,48.3075209,11.9073489,False,82.81412065420318,7,0.05629182347996708,https://widmann-erding.de/,+49 8122 892553
Wiedenmann,Marienplatz,2,83410,Laufen,,47.9398651,12.9367152,False,69.89035393584898,0,11.575254608508182,http://www.optikhaus-laufen.de,+49 8682 7651
Wiedenmann,Hauptstraße,26,,Freilassing,,47.8381029,12.9814075,False,67.21906534301183,3,0.13641623588610952,https://wiedenmann-optik.de,
Wilhelm,Innstraße,16,83022,Rosenheim,,47.8550412,12.130199,False,30.33941022926866,17,0.23696412661475258,,+49 8031 38 21 06
Wittmann,Martin-Ofner-Straße,3,84508,Burgkirchen an der Alz,,48.1682645,12.7301619,False,77.43945562845137,9,7.157584847598416,,
Wohlschläger,,,,,,48.1479344,11.6053686,False,75.46694369687455,146,0.0274436937824065,,+49 89 99807380
Wolf,Siegfriedstraße,9,80803,München,,48.1628818,11.5844395,False,77.71334269229612,146,0.09260820035854839,,
Wörle,Augustenstraße,6,80333,München,,48.1446225,11.5601714,False,77.09087418112803,152,0.2895647253080588,,
Zeiss Vision Center,Theresienhöhe,5,80339,München,,48.1369132,11.5463689,False,77.01481586462467,155,0.2353778754811761,https://www.zeiss.com/zeiss-vision-center/en/de/muenchen.html?vaURL=www.zeissvisioncenter.com/muenchen-schwanthalerhoehe,+49 89 939219-27
ace & tate,Hohenzollernstraße,23,80801,München,,48.1598104,11.5810333,False,77.5738638939468,148,0.1078208120268162,,
aktiv Optik,Hauptstraße,14,83395,Freilassing,,47.8393189,12.9816497,False,67.29194212272928,3,0.10387614304697178,,
artoptik,Aschheimer Straße,7,85622,Feldkirchen,,48.1478241,11.728813,False,70.76259812978998,41,2.693540159707804,,
augenart Optik,,,,,,48.056675,11.5228983,False,71.28213256700573,85,0.009260840278704266,https://www.zk6.de/,
brillen.de,,,,,,48.2600797,11.4329624,False,93.01889377570096,13,0.030728126818822032,,
brillen.de,Josephspitalstraße,15,80331,München,,48.136416,11.5661531,False,76.09245939509242,155,0.19733729688514928,https://www.brillen.de/,
brillen.de,Grimmerweg,4,82008,Unterhaching,,48.0551945,11.6066742,False,67.0947161567189,96,0.4087540332390783,,
eyes + more,,,,,,48.7644504,11.4268139,False,142.3351953404188,15,0.02542749020611204,,
eyes and more,,,,,,48.1482108,11.4638334,False,81.82150690146158,134,0.1887212633021935,,
eyesee,,,,,,48.1362793,11.5743715,False,75.72076124905057,157,0.097107891827509,,
glasses Optik,,,,,,48.0808295,11.5263407,False,73.11221167707757,139,0.21202423247696184,https://glasses-optik.de/,+49 89 7914165
hatzmann,Marienplatz,16,82362,Weilheim in Oberbayern,,47.8396969,11.1415659,False,81.82624831782009,4,0.038992962828391174,https://hatzmann.net/,+49 881 5695
lieblingsBrille Augenoptiker,Kreillerstraße,65,81673,München,,48.1266988,11.6414206,False,72.02065323888276,145,0.03533057670320742,https://www.lieblingsbrille-optik.de,+49 89 37417280
meine Brille,Ludwigstraße,98/100,84524,Neuötting,,48.2400406,12.6890982,False,82.75685782325839,5,0.12532089752848316,,+49 8671 88 32 48
niki Augenoptik,,,,,,48.1278939,11.3657275,False,85.07886228452927,38,0.057393642855030264,,
optik am eck,Marktplatz,3,84416,Taufkirchen (Vils),,48.3433607,12.1306416,False,84.55764093643896,4,0.9103953369768066,https://www.optikameck.de/,+49 8084 258788
optikuss,,,,,,48.0492594,10.8757767,False,109.4320927725489,7,0.046728678522916976,https://www.optikuss-landsberg.de/,
pro optik,,,,,,48.1384185,11.5656596,False,76.29366976337144,154,0.018024489257180875,,
pro optik,Wasserburger Landstraße,210,81827,München,,48.1129896,11.701216,False,68.37838594502465,86,0.061305638550821086,,
pro optik,Römerstraße,49,82205,Gilching,,48.1103363,11.2978375,False,87.39720466639365,26,0.40286981311332176,,
pro optik,Tegernseer Landstraße,33,,,,48.1173938,11.5821276,False,73.68640738819242,164,0.15528122058860722,,
pro optik,Einsteinstraße,127,,,,48.1363709,11.6086335,False,74.26646597313747,156,0.7852531498363854,,
pro optik,Friedrich-Fischer-Straße,2,,,,48.3062094,11.9067129,False,82.6834567570394,7,0.06946850118631827,https://www.prooptik.de/erding/,+49 8122 2 27 64 77
pro optik Unterschleißheim,Bezirksstraße,24,85716,Unterschleißheim,,48.2827661,11.5793689,False,89.24013458235493,19,0.041609351857337655,https://www.prooptik.de/optik-zentrum/unterschleissheim,
robra Optik,Pelkovenstraße,59,80992,München,,48.1819773,11.5172307,False,82.32374778344658,143,0.40571938118002154,,
schwabrillon,Tengstraße,16,80798,München,,48.1570179,11.5688942,False,77.83329122753028,148,0.3635314289697138,,
smykker,,,,,,48.1283853,11.5973595,False,74.0142071540429,158,0.0680895194504962,,
trendOptic,Bäckerstraße,4,81241,München,,48.1483101,11.461294,False,81.95145205470308,133,0.062309441834166666,,
trendOptic,,,,,,48.1281952,11.6019413,False,73.801232281139,158,0.0676123705528103,,
trendOptic TELA GmbH,Tegernseer Landstraße,47,81541,München,,48.1162744,11.580877,False,73.64176036894688,164,0.15528122058860722,,
,,,,,,47.7882327,11.0609978,False,85.84728209679754,4,8.202455286610691,,
